"Time_Range","member_casual","month","rideable_type","count","Year"
"16-18","casual","October","docked_bike",2357,2022
"16-18","casual","October","electric_bike",24075,2022
"16-18","member","October","classic_bike",29763,2022
"16-18","member","October","electric_bike",36829,2022
"18-20","casual","October","classic_bike",7666,2022
"18-20","casual","October","docked_bike",1099,2022
"18-20","casual","October","electric_bike",17072,2022
"18-20","member","October","classic_bike",20961,2022
"18-20","member","October","electric_bike",26554,2022
"20-22","casual","October","classic_bike",3783,2022
"20-22","casual","October","docked_bike",563,2022
"20-22","casual","October","electric_bike",9350,2022
"20-22","member","October","classic_bike",10062,2022
"20-22","member","October","electric_bike",14394,2022
"22-24","casual","October","classic_bike",2839,2022
"22-24","casual","October","docked_bike",533,2022
"22-24","casual","October","electric_bike",7824,2022
"22-24","member","October","classic_bike",5214,2022
"22-24","member","October","electric_bike",8949,2022
"0-2","casual","November","classic_bike",864,2022
"0-2","casual","November","docked_bike",146,2022
"0-2","casual","November","electric_bike",2131,2022
"0-2","member","November","classic_bike",1439,2022
"0-2","member","November","electric_bike",2401,2022
"2-4","casual","November","classic_bike",326,2022
"2-4","casual","November","docked_bike",46,2022
"2-4","casual","November","electric_bike",756,2022
"2-4","member","November","classic_bike",434,2022
"2-4","member","November","electric_bike",895,2022
"4-6","casual","November","classic_bike",222,2022
"4-6","casual","November","docked_bike",23,2022
"4-6","casual","November","electric_bike",765,2022
"4-6","member","November","classic_bike",1242,2022
"4-6","member","November","electric_bike",1648,2022
"6-8","casual","November","classic_bike",1585,2022
"6-8","casual","November","docked_bike",131,2022
"6-8","casual","November","electric_bike",3411,2022
"6-8","member","November","classic_bike",10091,2022
"6-8","member","November","electric_bike",10461,2022
"8-10","casual","November","classic_bike",2588,2022
"8-10","casual","November","docked_bike",333,2022
"8-10","casual","November","electric_bike",5200,2022
"8-10","member","November","classic_bike",13358,2022
"8-10","member","November","electric_bike",14315,2022
"10-12","casual","November","classic_bike",3448,2022
"10-12","casual","November","docked_bike",841,2022
"10-12","casual","November","electric_bike",5687,2022
"10-12","member","November","classic_bike",10223,2022
"10-12","member","November","electric_bike",11225,2022
"12-14","casual","November","classic_bike",4306,2022
"12-14","casual","November","docked_bike",1080,2022
"12-14","casual","November","electric_bike",7227,2022
"12-14","member","November","classic_bike",12640,2022
"12-14","member","November","electric_bike",13776,2022
"14-16","casual","November","classic_bike",5391,2022
"14-16","casual","November","docked_bike",1334,2022
"14-16","casual","November","electric_bike",9232,2022
"14-16","member","November","classic_bike",14190,2022
"14-16","member","November","electric_bike",16565,2022
"16-18","casual","November","classic_bike",6096,2022
"16-18","casual","November","docked_bike",978,2022
"16-18","casual","November","electric_bike",11549,2022
"16-18","member","November","classic_bike",22737,2022
"16-18","member","November","electric_bike",24156,2022
"18-20","casual","November","classic_bike",4152,2022
"18-20","casual","November","docked_bike",451,2022
"18-20","casual","November","electric_bike",7699,2022
"18-20","member","November","classic_bike",14687,2022
"18-20","member","November","electric_bike",15960,2022
"20-22","casual","November","classic_bike",2355,2022
"20-22","casual","November","docked_bike",330,2022
"20-22","casual","November","electric_bike",4570,2022
"20-22","member","November","classic_bike",6967,2022
"20-22","member","November","electric_bike",8632,2022
"22-24","casual","November","classic_bike",1719,2022
"22-24","casual","November","docked_bike",193,2022
"22-24","casual","November","electric_bike",3607,2022
"22-24","member","November","classic_bike",3541,2022
"22-24","member","November","electric_bike",5380,2022
"0-2","casual","December","classic_bike",432,2022
"0-2","casual","December","docked_bike",47,2022
"0-2","casual","December","electric_bike",1095,2022
"0-2","member","December","classic_bike",956,2022
"0-2","member","December","electric_bike",1526,2022
"2-4","casual","December","classic_bike",171,2022
"2-4","casual","December","docked_bike",39,2022
"2-4","casual","December","electric_bike",488,2022
"2-4","member","December","classic_bike",322,2022
"2-4","member","December","electric_bike",639,2022
"4-6","casual","December","classic_bike",165,2022
"4-6","casual","December","docked_bike",16,2022
"4-6","casual","December","electric_bike",456,2022
"4-6","member","December","classic_bike",766,2022
"4-6","member","December","electric_bike",1122,2022
"6-8","casual","December","classic_bike",632,2022
"6-8","casual","December","docked_bike",45,2022
"6-8","casual","December","electric_bike",1918,2022
"6-8","member","December","classic_bike",5849,2022
"6-8","member","December","electric_bike",6823,2022
"8-10","casual","December","classic_bike",1097,2022
"8-10","casual","December","docked_bike",93,2022
"8-10","casual","December","electric_bike",2631,2022
"8-10","member","December","classic_bike",7824,2022
"8-10","member","December","electric_bike",8769,2022
"10-12","casual","December","classic_bike",1362,2022
"10-12","casual","December","docked_bike",239,2022
"10-12","casual","December","electric_bike",2676,2022
"10-12","member","December","classic_bike",5994,2022
"10-12","member","December","electric_bike",6821,2022
"12-14","casual","December","classic_bike",1697,2022
"12-14","casual","December","docked_bike",329,2022
"12-14","casual","December","electric_bike",3621,2022
"12-14","member","December","classic_bike",7088,2022
"12-14","member","December","electric_bike",8629,2022
"14-16","casual","December","classic_bike",1906,2022
"14-16","casual","December","docked_bike",398,2022
"14-16","casual","December","electric_bike",4534,2022
"14-16","member","December","classic_bike",7742,2022
"14-16","member","December","electric_bike",10207,2022
"16-18","casual","December","classic_bike",2055,2022
"16-18","casual","December","docked_bike",261,2022
"16-18","casual","December","electric_bike",5402,2022
"16-18","member","December","classic_bike",11229,2022
"16-18","member","December","electric_bike",14234,2022
"18-20","casual","December","classic_bike",1607,2022
"18-20","casual","December","docked_bike",207,2022
"18-20","casual","December","electric_bike",3600,2022
"18-20","member","December","classic_bike",7427,2022
"18-20","member","December","electric_bike",9504,2022
"20-22","casual","December","classic_bike",799,2022
"20-22","casual","December","docked_bike",120,2022
"20-22","casual","December","electric_bike",2109,2022
"20-22","member","December","classic_bike",3568,2022
"20-22","member","December","electric_bike",4908,2022
"22-24","casual","December","classic_bike",729,2022
"22-24","casual","December","docked_bike",131,2022
"22-24","casual","December","electric_bike",1787,2022
"22-24","member","December","classic_bike",1933,2022
"22-24","member","December","electric_bike",3032,2022
"0-2","casual","January","classic_bike",444,2023
"0-2","casual","January","docked_bike",52,2023
"0-2","casual","January","electric_bike",810,2023
"0-2","member","January","classic_bike",854,2023
"0-2","member","January","electric_bike",1319,2023
"2-4","casual","January","classic_bike",225,2023
"2-4","casual","January","docked_bike",34,2023
"2-4","casual","January","electric_bike",353,2023
"2-4","member","January","classic_bike",333,2023
"2-4","member","January","electric_bike",564,2023
"4-6","casual","January","classic_bike",165,2023
"4-6","casual","January","docked_bike",12,2023
"4-6","casual","January","electric_bike",387,2023
"4-6","member","January","classic_bike",939,2023
"4-6","member","January","electric_bike",1115,2023
"6-8","casual","January","classic_bike",869,2023
"6-8","casual","January","docked_bike",54,2023
"6-8","casual","January","electric_bike",1598,2023
"6-8","member","January","classic_bike",7455,2023
"6-8","member","January","electric_bike",6498,2023
"8-10","casual","January","classic_bike",1263,2023
"8-10","casual","January","docked_bike",91,2023
"8-10","casual","January","electric_bike",2106,2023
"8-10","member","January","classic_bike",10224,2023
"8-10","member","January","electric_bike",8906,2023
"10-12","casual","January","classic_bike",1386,2023
"10-12","casual","January","docked_bike",174,2023
"10-12","casual","January","electric_bike",2229,2023
"10-12","member","January","classic_bike",6987,2023
"10-12","member","January","electric_bike",6800,2023
"12-14","casual","January","classic_bike",1769,2023
"12-14","casual","January","docked_bike",256,2023
"12-14","casual","January","electric_bike",2841,2023
"12-14","member","January","classic_bike",8675,2023
"12-14","member","January","electric_bike",8420,2023
"14-16","casual","January","classic_bike",2007,2023
"14-16","casual","January","docked_bike",370,2023
"14-16","casual","January","electric_bike",3555,2023
"14-16","member","January","classic_bike",9264,2023
"14-16","member","January","electric_bike",9470,2023
"16-18","casual","January","classic_bike",2441,2023
"16-18","casual","January","docked_bike",302,2023
"16-18","casual","January","electric_bike",4467,2023
"16-18","member","January","classic_bike",15331,2023
"16-18","member","January","electric_bike",14279,2023
"18-20","casual","January","classic_bike",1674,2023
"18-20","casual","January","docked_bike",199,2023
"18-20","casual","January","electric_bike",3011,2023
"18-20","member","January","classic_bike",9730,2023
"18-20","member","January","electric_bike",9209,2023
"20-22","casual","January","classic_bike",1015,2023
"20-22","casual","January","docked_bike",113,2023
"20-22","casual","January","electric_bike",1777,2023
"20-22","member","January","classic_bike",4519,2023
"20-22","member","January","electric_bike",4712,2023
"22-24","casual","January","classic_bike",651,2023
"22-24","casual","January","docked_bike",81,2023
"22-24","casual","January","electric_bike",1227,2023
"22-24","member","January","classic_bike",2074,2023
"22-24","member","January","electric_bike",2616,2023
"0-2","casual","February","classic_bike",279,2023
"0-2","casual","February","docked_bike",51,2023
"0-2","casual","February","electric_bike",502,2023
"0-2","member","February","classic_bike",669,2023
"0-2","member","February","electric_bike",1032,2023
"2-4","casual","February","classic_bike",86,2023
"2-4","casual","February","docked_bike",26,2023
"2-4","casual","February","electric_bike",268,2023
"2-4","member","February","classic_bike",246,2023
"2-4","member","February","electric_bike",381,2023
"4-6","casual","February","classic_bike",151,2023
"4-6","casual","February","docked_bike",10,2023
"4-6","casual","February","electric_bike",317,2023
"4-6","member","February","classic_bike",890,2023
"4-6","member","February","electric_bike",997,2023
"6-8","casual","February","classic_bike",688,2023
"6-8","casual","February","docked_bike",42,2023
"6-8","casual","February","electric_bike",1455,2023
"6-8","member","February","classic_bike",6715,2023
"6-8","member","February","electric_bike",6121,2023
"8-10","casual","February","classic_bike",1112,2023
"8-10","casual","February","docked_bike",98,2023
"8-10","casual","February","electric_bike",2031,2023
"8-10","member","February","classic_bike",9176,2023
"8-10","member","February","electric_bike",8037,2023
"10-12","casual","February","classic_bike",1578,2023
"10-12","casual","February","docked_bike",233,2023
"10-12","casual","February","electric_bike",2233,2023
"10-12","member","February","classic_bike",6965,2023
"10-12","member","February","electric_bike",6791,2023
"12-14","casual","February","classic_bike",2446,2023
"12-14","casual","February","docked_bike",444,2023
"12-14","casual","February","electric_bike",3285,2023
"12-14","member","February","classic_bike",8927,2023
"12-14","member","February","electric_bike",8568,2023
"14-16","casual","February","classic_bike",2873,2023
"14-16","casual","February","docked_bike",456,2023
"14-16","casual","February","electric_bike",4370,2023
"14-16","member","February","classic_bike",9920,2023
"14-16","member","February","electric_bike",10211,2023
"16-18","casual","February","classic_bike",3079,2023
"16-18","casual","February","docked_bike",430,2023
"16-18","casual","February","electric_bike",5099,2023
"16-18","member","February","classic_bike",15491,2023
"16-18","member","February","electric_bike",14875,2023
"18-20","casual","February","classic_bike",1713,2023
"18-20","casual","February","docked_bike",222,2023
"18-20","casual","February","electric_bike",2926,2023
"18-20","member","February","classic_bike",9148,2023
"18-20","member","February","electric_bike",8957,2023
"20-22","casual","February","classic_bike",955,2023
"20-22","casual","February","docked_bike",141,2023
"20-22","casual","February","electric_bike",1629,2023
"20-22","member","February","classic_bike",4238,2023
"20-22","member","February","electric_bike",4661,2023
"22-24","casual","February","classic_bike",574,2023
"22-24","casual","February","docked_bike",42,2023
"22-24","casual","February","electric_bike",1172,2023
"22-24","member","February","classic_bike",1969,2023
"22-24","member","February","electric_bike",2444,2023
"0-2","casual","March","classic_bike",354,2023
"0-2","casual","March","docked_bike",69,2023
"0-2","casual","March","electric_bike",873,2023
"0-2","member","March","classic_bike",668,2023
"0-2","member","March","electric_bike",1458,2023
"2-4","casual","March","classic_bike",149,2023
"2-4","casual","March","docked_bike",33,2023
"2-4","casual","March","electric_bike",389,2023
"2-4","member","March","classic_bike",194,2023
"2-4","member","March","electric_bike",525,2023
"4-6","casual","March","classic_bike",131,2023
"4-6","casual","March","docked_bike",10,2023
"4-6","casual","March","electric_bike",506,2023
"4-6","member","March","classic_bike",925,2023
"4-6","member","March","electric_bike",1463,2023
"6-8","casual","March","classic_bike",964,2023
"6-8","casual","March","docked_bike",52,2023
"6-8","casual","March","electric_bike",2397,2023
"6-8","member","March","classic_bike",8556,2023
"6-8","member","March","electric_bike",10182,2023
"8-10","casual","March","classic_bike",1647,2023
"8-10","casual","March","docked_bike",191,2023
"8-10","casual","March","electric_bike",3469,2023
"8-10","member","March","classic_bike",11770,2023
"8-10","member","March","electric_bike",13009,2023
"10-12","casual","March","classic_bike",2054,2023
"10-12","casual","March","docked_bike",353,2023
"10-12","casual","March","electric_bike",3473,2023
"10-12","member","March","classic_bike",7886,2023
"10-12","member","March","electric_bike",9202,2023
"12-14","casual","March","classic_bike",2781,2023
"12-14","casual","March","docked_bike",542,2023
"12-14","casual","March","electric_bike",4745,2023
"12-14","member","March","classic_bike",9722,2023
"12-14","member","March","electric_bike",11495,2023
"14-16","casual","March","classic_bike",3232,2023
"14-16","casual","March","docked_bike",667,2023
"14-16","casual","March","electric_bike",6191,2023
"14-16","member","March","classic_bike",10696,2023
"14-16","member","March","electric_bike",14147,2023
"16-18","casual","March","classic_bike",3812,2023
"16-18","casual","March","docked_bike",600,2023
"16-18","casual","March","electric_bike",8235,2023
"16-18","member","March","classic_bike",18028,2023
"16-18","member","March","electric_bike",22503,2023
"18-20","casual","March","classic_bike",2452,2023
"18-20","casual","March","docked_bike",271,2023
"18-20","casual","March","electric_bike",5061,2023
"18-20","member","March","classic_bike",11987,2023
"18-20","member","March","electric_bike",14455,2023
"20-22","casual","March","classic_bike",1137,2023
"20-22","casual","March","docked_bike",136,2023
"20-22","casual","March","electric_bike",2534,2023
"20-22","member","March","classic_bike",5008,2023
"20-22","member","March","electric_bike",6692,2023
"22-24","casual","March","classic_bike",743,2023
"22-24","casual","March","docked_bike",96,2023
"22-24","casual","March","electric_bike",1852,2023
"22-24","member","March","classic_bike",2187,2023
"22-24","member","March","electric_bike",3719,2023
"0-2","casual","April","classic_bike",1173,2023
"0-2","casual","April","docked_bike",252,2023
"0-2","casual","April","electric_bike",2700,2023
"0-2","member","April","classic_bike",1396,2023
"0-2","member","April","electric_bike",2825,2023
"2-4","casual","April","classic_bike",373,2023
"2-4","casual","April","docked_bike",84,2023
"2-4","casual","April","electric_bike",993,2023
"2-4","member","April","classic_bike",437,2023
"2-4","member","April","electric_bike",1152,2023
"4-6","casual","April","classic_bike",233,2023
"4-6","casual","April","docked_bike",34,2023
"4-6","casual","April","electric_bike",759,2023
"4-6","member","April","classic_bike",1000,2023
"4-6","member","April","electric_bike",1726,2023
"6-8","casual","April","classic_bike",1314,2023
"6-8","casual","April","docked_bike",100,2023
"6-8","casual","April","electric_bike",3691,2023
"6-8","member","April","classic_bike",9068,2023
"6-8","member","April","electric_bike",11755,2023
"8-10","casual","April","classic_bike",3048,2023
"8-10","casual","April","docked_bike",386,2023
"8-10","casual","April","electric_bike",5916,2023
"8-10","member","April","classic_bike",13660,2023
"8-10","member","April","electric_bike",16476,2023
"10-12","casual","April","classic_bike",4671,2023
"10-12","casual","April","docked_bike",1100,2023
"10-12","casual","April","electric_bike",7596,2023
"10-12","member","April","classic_bike",11123,2023
"10-12","member","April","electric_bike",13592,2023
"12-14","casual","April","classic_bike",6730,2023
"12-14","casual","April","docked_bike",1479,2023
"12-14","casual","April","electric_bike",10543,2023
"12-14","member","April","classic_bike",13473,2023
"12-14","member","April","electric_bike",16662,2023
"14-16","casual","April","classic_bike",7586,2023
"14-16","casual","April","docked_bike",1634,2023
"14-16","casual","April","electric_bike",12666,2023
"14-16","member","April","classic_bike",14725,2023
"14-16","member","April","electric_bike",20019,2023
"16-18","casual","April","classic_bike",10049,2023
"16-18","casual","April","docked_bike",1748,2023
"16-18","casual","April","electric_bike",18397,2023
"16-18","member","April","classic_bike",25335,2023
"16-18","member","April","electric_bike",31734,2023
"18-20","casual","April","classic_bike",7945,2023
"18-20","casual","April","docked_bike",1145,2023
"18-20","casual","April","electric_bike",13956,2023
"18-20","member","April","classic_bike",18655,2023
"18-20","member","April","electric_bike",23687,2023
"20-22","casual","April","classic_bike",3578,2023
"20-22","casual","April","docked_bike",572,2023
"20-22","casual","April","electric_bike",7394,2023
"20-22","member","April","classic_bike",8121,2023
"20-22","member","April","electric_bike",11975,2023
"22-24","casual","April","classic_bike",2199,2023
"22-24","casual","April","docked_bike",353,2023
"22-24","casual","April","electric_bike",4888,2023
"22-24","member","April","classic_bike",3846,2023
"22-24","member","April","electric_bike",6863,2023
"0-2","casual","May","classic_bike",1830,2023
"0-2","casual","May","docked_bike",244,2023
"0-2","casual","May","electric_bike",3645,2023
"0-2","member","May","classic_bike",1949,2023
"0-2","member","May","electric_bike",3170,2023
"2-4","casual","May","classic_bike",598,2023
"2-4","casual","May","docked_bike",90,2023
"2-4","casual","May","electric_bike",1429,2023
"2-4","member","May","classic_bike",580,2023
"2-4","member","May","electric_bike",1239,2023
"4-6","casual","May","classic_bike",440,2023
"4-6","casual","May","docked_bike",63,2023
"4-6","casual","May","electric_bike",1005,2023
"4-6","member","May","classic_bike",1723,2023
"4-6","member","May","electric_bike",2344,2023
"6-8","casual","May","classic_bike",2605,2023
"6-8","casual","May","docked_bike",216,2023
"6-8","casual","May","electric_bike",5432,2023
"6-8","member","May","classic_bike",14332,2023
"6-8","member","May","electric_bike",15634,2023
"8-10","casual","May","classic_bike",5694,2023
"8-10","casual","May","docked_bike",652,2023
"8-10","casual","May","electric_bike",8573,2023
"8-10","member","May","classic_bike",20034,2023
"8-10","member","May","electric_bike",20450,2023
"10-12","casual","May","classic_bike",9508,2023
"10-12","casual","May","docked_bike",1545,2023
"10-12","casual","May","electric_bike",11352,2023
"10-12","member","May","classic_bike",15829,2023
"10-12","member","May","electric_bike",16534,2023
"12-14","casual","May","classic_bike",13460,2023
"12-14","casual","May","docked_bike",2218,2023
"12-14","casual","May","electric_bike",15944,2023
"12-14","member","May","classic_bike",19856,2023
"12-14","member","May","electric_bike",20746,2023
"14-16","casual","May","classic_bike",14649,2023
"14-16","casual","May","docked_bike",2387,2023
"14-16","casual","May","electric_bike",18779,2023
"14-16","member","May","classic_bike",21468,2023
"14-16","member","May","electric_bike",23932,2023
"16-18","casual","May","classic_bike",18659,2023
"16-18","casual","May","docked_bike",2608,2023
"16-18","casual","May","electric_bike",25344,2023
"16-18","member","May","classic_bike",36455,2023
"16-18","member","May","electric_bike",38310,2023
"18-20","casual","May","classic_bike",14577,2023
"18-20","casual","May","docked_bike",1669,2023
"18-20","casual","May","electric_bike",19138,2023
"18-20","member","May","classic_bike",27073,2023
"18-20","member","May","electric_bike",27580,2023
"20-22","casual","May","classic_bike",6636,2023
"20-22","casual","May","docked_bike",869,2023
"20-22","casual","May","electric_bike",10645,2023
"20-22","member","May","classic_bike",12392,2023
"20-22","member","May","electric_bike",14985,2023
"22-24","casual","May","classic_bike",3942,2023
"22-24","casual","May","docked_bike",531,2023
"22-24","casual","May","electric_bike",7205,2023
"22-24","member","May","classic_bike",5606,2023
"22-24","member","May","electric_bike",8425,2023
"0-2","casual","June","classic_bike",3145,2023
"0-2","casual","June","docked_bike",369,2023
"0-2","casual","June","electric_bike",5675,2023
"0-2","member","June","classic_bike",2516,2023
"0-2","member","June","electric_bike",4340,2023
"2-4","casual","June","classic_bike",812,2023
"2-4","casual","June","docked_bike",109,2023
"2-4","casual","June","electric_bike",1975,2023
"2-4","member","June","classic_bike",688,2023
"2-4","member","June","electric_bike",1460,2023
"4-6","casual","June","classic_bike",727,2023
"4-6","casual","June","docked_bike",60,2023
"4-6","casual","June","electric_bike",1583,2023
"4-6","member","June","classic_bike",2119,2023
"4-6","member","June","electric_bike",3092,2023
"6-8","casual","June","classic_bike",4021,2023
"6-8","casual","June","docked_bike",228,2023
"6-8","casual","June","electric_bike",7615,2023
"6-8","member","June","classic_bike",16510,2023
"6-8","member","June","electric_bike",18154,2023
"8-10","casual","June","classic_bike",7194,2023
"8-10","casual","June","docked_bike",803,2023
"8-10","casual","June","electric_bike",11466,2023
"8-10","member","June","classic_bike",22353,2023
"8-10","member","June","electric_bike",23611,2023
"10-12","casual","June","classic_bike",11178,2023
"10-12","casual","June","docked_bike",1722,2023
"10-12","casual","June","electric_bike",14361,2023
"10-12","member","June","classic_bike",17606,2023
"10-12","member","June","electric_bike",18549,2023
"12-14","casual","June","classic_bike",14926,2023
"12-14","casual","June","docked_bike",2416,2023
"12-14","casual","June","electric_bike",19820,2023
"12-14","member","June","classic_bike",20531,2023
"12-14","member","June","electric_bike",22388,2023
"14-16","casual","June","classic_bike",17227,2023
"14-16","casual","June","docked_bike",2627,2023
"14-16","casual","June","electric_bike",23361,2023
"14-16","member","June","classic_bike",22279,2023
"14-16","member","June","electric_bike",26263,2023
"16-18","casual","June","classic_bike",21461,2023
"16-18","casual","June","docked_bike",2668,2023
"16-18","casual","June","electric_bike",31662,2023
"16-18","member","June","classic_bike",37754,2023
"16-18","member","June","electric_bike",42250,2023
"18-20","casual","June","classic_bike",18666,2023
"18-20","casual","June","docked_bike",1904,2023
"18-20","casual","June","electric_bike",25032,2023
"18-20","member","June","classic_bike",31093,2023
"18-20","member","June","electric_bike",31708,2023
"20-22","casual","June","classic_bike",10249,2023
"20-22","casual","June","docked_bike",1201,2023
"20-22","casual","June","electric_bike",15772,2023
"20-22","member","June","classic_bike",15934,2023
"20-22","member","June","electric_bike",18450,2023
"22-24","casual","June","classic_bike",6988,2023
"22-24","casual","June","docked_bike",867,2023
"22-24","casual","June","electric_bike",11340,2023
"22-24","member","June","classic_bike",7569,2023
"22-24","member","June","electric_bike",11171,2023
"0-2","casual","July","classic_bike",3804,2023
"0-2","casual","July","docked_bike",532,2023
"0-2","casual","July","electric_bike",6406,2023
"0-2","member","July","classic_bike",3055,2023
"0-2","member","July","electric_bike",4724,2023
"2-4","casual","July","classic_bike",1131,2023
"2-4","casual","July","docked_bike",166,2023
"2-4","casual","July","electric_bike",2365,2023
"2-4","member","July","classic_bike",857,2023
"2-4","member","July","electric_bike",1724,2023
"4-6","casual","July","classic_bike",790,2023
"4-6","casual","July","docked_bike",66,2023
"4-6","casual","July","electric_bike",1616,2023
"4-6","member","July","classic_bike",2268,2023
"4-6","member","July","electric_bike",2706,2023
"6-8","casual","July","classic_bike",4389,2023
"6-8","casual","July","docked_bike",261,2023
"6-8","casual","July","electric_bike",6837,2023
"6-8","member","July","classic_bike",15930,2023
"6-8","member","July","electric_bike",16444,2023
"8-10","casual","July","classic_bike",8269,2023
"8-10","casual","July","docked_bike",985,2023
"8-10","casual","July","electric_bike",10905,2023
"8-10","member","July","classic_bike",22823,2023
"8-10","member","July","electric_bike",22210,2023
"10-12","casual","July","classic_bike",14062,2023
"10-12","casual","July","docked_bike",2054,2023
"10-12","casual","July","electric_bike",15018,2023
"10-12","member","July","classic_bike",19873,2023
"10-12","member","July","electric_bike",18510,2023
"12-14","casual","July","classic_bike",19372,2023
"12-14","casual","July","docked_bike",2904,2023
"12-14","casual","July","electric_bike",20793,2023
"12-14","member","July","classic_bike",24136,2023
"12-14","member","July","electric_bike",22879,2023
"14-16","casual","July","classic_bike",20989,2023
"14-16","casual","July","docked_bike",3144,2023
"14-16","casual","July","electric_bike",23288,2023
"14-16","member","July","classic_bike",25077,2023
"14-16","member","July","electric_bike",25722,2023
"16-18","casual","July","classic_bike",25516,2023
"16-18","casual","July","docked_bike",3056,2023
"16-18","casual","July","electric_bike",29814,2023
"16-18","member","July","classic_bike",41860,2023
"16-18","member","July","electric_bike",40431,2023
"18-20","casual","July","classic_bike",23424,2023
"18-20","casual","July","docked_bike",2642,2023
"18-20","casual","July","electric_bike",25545,2023
"18-20","member","July","classic_bike",36107,2023
"18-20","member","July","electric_bike",31507,2023
"20-22","casual","July","classic_bike",13396,2023
"20-22","casual","July","docked_bike",1650,2023
"20-22","casual","July","electric_bike",16729,2023
"20-22","member","July","classic_bike",18950,2023
"20-22","member","July","electric_bike",19126,2023
"22-24","casual","July","classic_bike",7740,2023
"22-24","casual","July","docked_bike",964,2023
"22-24","casual","July","electric_bike",10736,2023
"22-24","member","July","classic_bike",8312,2023
"22-24","member","July","electric_bike",11061,2023
"0-2","casual","August","classic_bike",3551,2023
"0-2","casual","August","docked_bike",363,2023
"0-2","casual","August","electric_bike",5141,2023
"0-2","member","August","classic_bike",2949,2023
"0-2","member","August","electric_bike",4184,2023
"2-4","casual","August","classic_bike",1216,2023
"2-4","casual","August","docked_bike",127,2023
"2-4","casual","August","electric_bike",2057,2023
"2-4","member","August","classic_bike",964,2023
"2-4","member","August","electric_bike",1703,2023
"4-6","casual","August","classic_bike",1041,2023
"4-6","casual","August","docked_bike",72,2023
"4-6","casual","August","electric_bike",1811,2023
"4-6","member","August","classic_bike",2856,2023
"4-6","member","August","electric_bike",3016,2023
"6-8","casual","August","classic_bike",5520,2023
"6-8","casual","August","docked_bike",293,2023
"6-8","casual","August","electric_bike",7478,2023
"6-8","member","August","classic_bike",20667,2023
"6-8","member","August","electric_bike",18360,2023
"8-10","casual","August","classic_bike",9386,2023
"8-10","casual","August","docked_bike",863,2023
"8-10","casual","August","electric_bike",10136,2023
"8-10","member","August","classic_bike",27276,2023
"8-10","member","August","electric_bike",22737,2023
"10-12","casual","August","classic_bike",14312,2023
"10-12","casual","August","docked_bike",1963,2023
"10-12","casual","August","electric_bike",12164,2023
"10-12","member","August","classic_bike",21762,2023
"10-12","member","August","electric_bike",16861,2023
"12-14","casual","August","classic_bike",19359,2023
"12-14","casual","August","docked_bike",2547,2023
"12-14","casual","August","electric_bike",16587,2023
"12-14","member","August","classic_bike",25480,2023
"12-14","member","August","electric_bike",20873,2023
"14-16","casual","August","classic_bike",20432,2023
"14-16","casual","August","docked_bike",2765,2023
"14-16","casual","August","electric_bike",18867,2023
"14-16","member","August","classic_bike",27080,2023
"14-16","member","August","electric_bike",24659,2023
"16-18","casual","August","classic_bike",26557,2023
"16-18","casual","August","docked_bike",2772,2023
"16-18","casual","August","electric_bike",26234,2023
"16-18","member","August","classic_bike",48478,2023
"16-18","member","August","electric_bike",40526,2023
"18-20","casual","August","classic_bike",24207,2023
"18-20","casual","August","docked_bike",2100,2023
"18-20","casual","August","electric_bike",21827,2023
"18-20","member","August","classic_bike",40687,2023
"18-20","member","August","electric_bike",30372,2023
"20-22","casual","August","classic_bike",13551,2023
"20-22","casual","August","docked_bike",1232,2023
"20-22","casual","August","electric_bike",14049,2023
"20-22","member","August","classic_bike",20508,2023
"20-22","member","August","electric_bike",18121,2023
"22-24","casual","August","classic_bike",9462,2023
"22-24","casual","August","docked_bike",860,2023
"22-24","casual","August","electric_bike",10228,2023
"22-24","member","August","classic_bike",9660,2023
"22-24","member","August","electric_bike",10784,2023
"0-2","casual","September","classic_bike",3677,2023
"0-2","casual","September","electric_bike",5101,2023
"0-2","member","September","classic_bike",2983,2023
"0-2","member","September","electric_bike",4146,2023
"2-4","casual","September","classic_bike",1291,2023
"2-4","casual","September","electric_bike",2070,2023
"2-4","member","September","classic_bike",956,2023
"2-4","member","September","electric_bike",1692,2023
"4-6","casual","September","classic_bike",804,2023
"4-6","casual","September","electric_bike",1405,2023
"4-6","member","September","classic_bike",1986,2023
"4-6","member","September","electric_bike",2396,2023
"6-8","casual","September","classic_bike",3880,2023
"6-8","casual","September","electric_bike",5400,2023
"6-8","member","September","classic_bike",15535,2023
"6-8","member","September","electric_bike",14670,2023
"8-10","casual","September","classic_bike",8266,2023
"8-10","casual","September","electric_bike",8406,2023
"8-10","member","September","classic_bike",22566,2023
"8-10","member","September","electric_bike",18798,2023
"10-12","casual","September","classic_bike",14162,2023
"10-12","casual","September","electric_bike",11261,2023
"10-12","member","September","classic_bike",20077,2023
"10-12","member","September","electric_bike",16160,2023
"12-14","casual","September","classic_bike",19101,2023
"12-14","casual","September","electric_bike",15378,2023
"12-14","member","September","classic_bike",24617,2023
"12-14","member","September","electric_bike",20172,2023
"14-16","casual","September","classic_bike",20181,2023
"14-16","casual","September","electric_bike",17811,2023
"14-16","member","September","classic_bike",26417,2023
"14-16","member","September","electric_bike",23860,2023
"16-18","casual","September","classic_bike",24049,2023
"16-18","casual","September","electric_bike",23460,2023
"16-18","member","September","classic_bike",42283,2023
