"Day","month","member_casual","rideable_type","mean_count","Year"
"Wed","March","member","classic_bike",4131,2024
"Wed","March","member","electric_bike",4297,2024
"Thu","March","casual","classic_bike",889,2024
"Thu","March","casual","electric_bike",1293,2024
"Thu","March","member","classic_bike",3648,2024
"Thu","March","member","electric_bike",3982,2024
"Fri","March","casual","classic_bike",876,2024
"Fri","March","casual","electric_bike",1068,2024
"Fri","March","member","classic_bike",2719,2024
"Fri","March","member","electric_bike",2986,2024
"Sat","March","casual","classic_bike",2057,2024
"Sat","March","casual","electric_bike",1944,2024
"Sat","March","member","classic_bike",3243,2024
"Sat","March","member","electric_bike",3285,2024
"Sun","April","casual","classic_bike",3184,2024
"Sun","April","casual","electric_bike",3146,2024
"Sun","April","member","classic_bike",3863,2024
"Sun","April","member","electric_bike",3966,2024
"Mon","April","casual","classic_bike",1754,2024
"Mon","April","casual","electric_bike",2233,2024
"Mon","April","member","classic_bike",4787,2024
"Mon","April","member","electric_bike",5201,2024
"Tue","April","casual","classic_bike",1574,2024
"Tue","April","casual","electric_bike",2255,2024
"Tue","April","member","classic_bike",5153,2024
"Tue","April","member","electric_bike",5891,2024
"Wed","April","casual","classic_bike",1019,2024
"Wed","April","casual","electric_bike",1790,2024
"Wed","April","member","classic_bike",4052,2024
"Wed","April","member","electric_bike",5198,2024
"Thu","April","casual","classic_bike",968,2024
"Thu","April","casual","electric_bike",1785,2024
"Thu","April","member","classic_bike",4101,2024
"Thu","April","member","electric_bike",5197,2024
"Fri","April","casual","classic_bike",1395,2024
"Fri","April","casual","electric_bike",2166,2024
"Fri","April","member","classic_bike",3777,2024
"Fri","April","member","electric_bike",4858,2024
"Sat","April","casual","classic_bike",3729,2024
"Sat","April","casual","electric_bike",4002,2024
"Sat","April","member","classic_bike",4429,2024
"Sat","April","member","electric_bike",5074,2024
"Sun","May","casual","classic_bike",4839,2024
"Sun","May","casual","electric_bike",3786,2024
"Sun","May","member","classic_bike",5012,2024
"Sun","May","member","electric_bike",4461,2024
"Mon","May","casual","classic_bike",3114,2024
"Mon","May","casual","electric_bike",2964,2024
"Mon","May","member","classic_bike",5631,2024
"Mon","May","member","electric_bike",5149,2024
"Tue","May","casual","classic_bike",2279,2024
"Tue","May","casual","electric_bike",2666,2024
"Tue","May","member","classic_bike",5989,2024
"Tue","May","member","electric_bike",5986,2024
"Wed","May","casual","classic_bike",3132,2024
"Wed","May","casual","electric_bike",3583,2024
"Wed","May","member","classic_bike",7326,2024
"Wed","May","member","electric_bike",7326,2024
"Thu","May","casual","classic_bike",2574,2024
"Thu","May","casual","electric_bike",3192,2024
"Thu","May","member","classic_bike",6028,2024
"Thu","May","member","electric_bike",6368,2024
"Fri","May","casual","classic_bike",3783,2024
"Fri","May","casual","electric_bike",4149,2024
"Fri","May","member","classic_bike",6202,2024
"Fri","May","member","electric_bike",6629,2024
"Sat","May","casual","classic_bike",7092,2024
"Sat","May","casual","electric_bike",5533,2024
"Sat","May","member","classic_bike",6467,2024
"Sat","May","member","electric_bike",6093,2024
"Sun","June","casual","classic_bike",6538,2024
"Sun","June","casual","electric_bike",6433,2024
"Sun","June","member","classic_bike",5895,2024
"Sun","June","member","electric_bike",6276,2024
"Mon","June","casual","classic_bike",3476,2024
"Mon","June","casual","electric_bike",4154,2024
"Mon","June","member","classic_bike",6588,2024
"Mon","June","member","electric_bike",6885,2024
"Tue","June","casual","classic_bike",3340,2024
"Tue","June","casual","electric_bike",4214,2024
"Tue","June","member","classic_bike",6928,2024
"Tue","June","member","electric_bike",7415,2024
"Wed","June","casual","classic_bike",4493,2024
"Wed","June","casual","electric_bike",5324,2024
"Wed","June","member","classic_bike",7598,2024
"Wed","June","member","electric_bike",8220,2024
"Thu","June","casual","classic_bike",3980,2024
"Thu","June","casual","electric_bike",4896,2024
"Thu","June","member","classic_bike",7334,2024
"Thu","June","member","electric_bike",8005,2024
"Fri","June","casual","classic_bike",4613,2024
"Fri","June","casual","electric_bike",5370,2024
"Fri","June","member","classic_bike",6438,2024
"Fri","June","member","electric_bike",7349,2024
"Sat","June","casual","classic_bike",5990,2024
"Sat","June","casual","electric_bike",6184,2024
"Sat","June","member","classic_bike",5295,2024
"Sat","June","member","electric_bike",6241,2024
"Sun","July","casual","classic_bike",5483,2024
"Sun","July","casual","electric_bike",4942,2024
"Sun","July","member","classic_bike",5062,2024
"Sun","July","member","electric_bike",5355,2024
"Mon","July","casual","classic_bike",3619,2024
"Mon","July","casual","electric_bike",3901,2024
"Mon","July","member","classic_bike",6639,2024
"Mon","July","member","electric_bike",6556,2024
"Tue","July","casual","classic_bike",3502,2024
"Tue","July","casual","electric_bike",3883,2024
"Tue","July","member","classic_bike",7090,2024
"Tue","July","member","electric_bike",7166,2024
"Wed","July","casual","classic_bike",4437,2024
"Wed","July","casual","electric_bike",4850,2024
"Wed","July","member","classic_bike",7704,2024
"Wed","July","member","electric_bike",7918,2024
"Thu","July","casual","classic_bike",4975,2024
"Thu","July","casual","electric_bike",5226,2024
"Thu","July","member","classic_bike",7088,2024
"Thu","July","member","electric_bike",7358,2024
"Fri","July","casual","classic_bike",6140,2024
"Fri","July","casual","electric_bike",6180,2024
"Fri","July","member","classic_bike",6962,2024
"Fri","July","member","electric_bike",7478,2024
"Sat","July","casual","classic_bike",8966,2024
"Sat","July","casual","electric_bike",7995,2024
"Sat","July","member","classic_bike",6726,2024
"Sat","July","member","electric_bike",7234,2024
"Sun","August","casual","classic_bike",6560,2024
"Sun","August","casual","electric_bike",6526,2024
"Sun","August","member","classic_bike",5956,2024
"Sun","August","member","electric_bike",6514,2024
"Mon","August","casual","classic_bike",3374,2024
"Mon","August","casual","electric_bike",4106,2024
"Mon","August","member","classic_bike",6418,2024
"Mon","August","member","electric_bike",7006,2024
"Tue","August","casual","classic_bike",3230,2024
"Tue","August","casual","electric_bike",4083,2024
"Tue","August","member","classic_bike",6830,2024
"Tue","August","member","electric_bike",7637,2024
"Wed","August","casual","classic_bike",3962,2024
"Wed","August","casual","electric_bike",4682,2024
"Wed","August","member","classic_bike",7656,2024
"Wed","August","member","electric_bike",8396,2024
"Thu","August","casual","classic_bike",3582,2024
"Thu","August","casual","electric_bike",4646,2024
"Thu","August","member","classic_bike",6727,2024
"Thu","August","member","electric_bike",7745,2024
"Fri","August","casual","classic_bike",4782,2024
"Fri","August","casual","electric_bike",5921,2024
"Fri","August","member","classic_bike",6346,2024
"Fri","August","member","electric_bike",7962,2024
"Sat","August","casual","classic_bike",7711,2024
"Sat","August","casual","electric_bike",7807,2024
"Sat","August","casual","electric_scooter",63,2024
"Sat","August","member","classic_bike",6263,2024
"Sat","August","member","electric_bike",7304,2024
"Sat","August","member","electric_scooter",19,2024
"Sun","September","casual","classic_bike",5145,2024
"Sun","September","casual","electric_bike",5037,2024
"Sun","September","casual","electric_scooter",2685,2024
"Sun","September","member","classic_bike",4712,2024
"Sun","September","member","electric_bike",5479,2024
"Sun","September","member","electric_scooter",1259,2024
"Mon","September","casual","classic_bike",3750,2024
"Mon","September","casual","electric_bike",4065,2024
"Mon","September","casual","electric_scooter",2495,2024
"Mon","September","member","classic_bike",6600,2024
"Mon","September","member","electric_bike",7082,2024
"Mon","September","member","electric_scooter",1817,2024
"Tue","September","casual","classic_bike",2792,2024
"Tue","September","casual","electric_bike",3487,2024
"Tue","September","casual","electric_scooter",2530,2024
"Tue","September","member","classic_bike",6861,2024
"Tue","September","member","electric_bike",7340,2024
"Tue","September","member","electric_scooter",2260,2024
"Wed","September","casual","classic_bike",3298,2024
"Wed","September","casual","electric_bike",4406,2024
"Wed","September","casual","electric_scooter",2866,2024
"Wed","September","member","classic_bike",7810,2024
"Wed","September","member","electric_bike",8797,2024
"Wed","September","member","electric_scooter",2481,2024
"Thu","September","casual","classic_bike",3426,2024
"Thu","September","casual","electric_bike",4562,2024
"Thu","September","casual","electric_scooter",2999,2024
"Thu","September","member","classic_bike",7480,2024
"Thu","September","member","electric_bike",8647,2024
"Thu","September","member","electric_scooter",2480,2024
"Fri","September","casual","classic_bike",3760,2024
"Fri","September","casual","electric_bike",5043,2024
"Fri","September","casual","electric_scooter",3059,2024
"Fri","September","member","classic_bike",6269,2024
"Fri","September","member","electric_bike",8052,2024
"Fri","September","member","electric_scooter",2024,2024
"Sat","September","casual","classic_bike",5862,2024
"Sat","September","casual","electric_bike",6203,2024
"Sat","September","casual","electric_scooter",3358,2024
"Sat","September","member","classic_bike",5766,2024
"Sat","September","member","electric_bike",6955,2024
"Sat","September","member","electric_scooter",1687,2024
"Sun","October","casual","classic_bike",4743,2024
"Sun","October","casual","electric_bike",5108,2024
"Sun","October","member","classic_bike",4769,2024
"Sun","October","member","electric_bike",5638,2024
"Mon","October","casual","classic_bike",2386,2024
"Mon","October","casual","electric_bike",2906,2024
"Mon","October","member","classic_bike",5791,2024
"Mon","October","member","electric_bike",6426,2024
"Tue","October","casual","classic_bike",2072,2024
"Tue","October","casual","electric_bike",2869,2024
"Tue","October","member","classic_bike",6229,2024
"Tue","October","member","electric_bike",7118,2024
"Wed","October","casual","classic_bike",2299,2024
"Wed","October","casual","electric_bike",3215,2024
"Wed","October","member","classic_bike",6754,2024
"Wed","October","member","electric_bike",7851,2024
"Thu","October","casual","classic_bike",2407,2024
"Thu","October","casual","electric_bike",3469,2024
"Thu","October","member","classic_bike",6167,2024
"Thu","October","member","electric_bike",7734,2024
"Fri","October","casual","classic_bike",3628,2024
"Fri","October","casual","electric_bike",4255,2024
"Fri","October","member","classic_bike",5832,2024
"Fri","October","member","electric_bike",7397,2024
"Sat","October","casual","classic_bike",5306,2024
"Sat","October","casual","electric_bike",5367,2024
"Sat","October","member","classic_bike",5290,2024
"Sat","October","member","electric_bike",6501,2024
"Sun","November","casual","classic_bike",1990,2024
"Sun","November","casual","electric_bike",2268,2024
"Sun","November","member","classic_bike",3211,2024
"Sun","November","member","electric_bike",3832,2024
"Mon","November","casual","classic_bike",1036,2024
"Mon","November","casual","electric_bike",1644,2024
"Mon","November","member","classic_bike",4022,2024
"Mon","November","member","electric_bike",4854,2024
"Tue","November","casual","classic_bike",999,2024
"Tue","November","casual","electric_bike",1622,2024
"Tue","November","member","classic_bike",4307,2024
"Tue","November","member","electric_bike",5137,2024
"Wed","November","casual","classic_bike",918,2024
"Wed","November","casual","electric_bike",1578,2024
"Wed","November","member","classic_bike",4037,2024
"Wed","November","member","electric_bike",4905,2024
"Thu","November","casual","classic_bike",856,2024
"Thu","November","casual","electric_bike",1359,2024
"Thu","November","member","classic_bike",3289,2024
"Thu","November","member","electric_bike",4004,2024
"Fri","November","casual","classic_bike",1382,2024
"Fri","November","casual","electric_bike",1945,2024
"Fri","November","member","classic_bike",3749,2024
"Fri","November","member","electric_bike",4714,2024
"Sat","November","casual","classic_bike",1789,2024
"Sat","November","casual","electric_bike",2081,2024
"Sat","November","member","classic_bike",2971,2024
"Sat","November","member","electric_bike",3684,2024
"Sun","December","casual","classic_bike",477,2024
"Sun","December","casual","electric_bike",750,2024
"Sun","December","member","classic_bike",1395,2024
"Sun","December","member","electric_bike",1886,2024
"Mon","December","casual","classic_bike",497,2024
"Mon","December","casual","electric_bike",922,2024
"Mon","December","member","classic_bike",2381,2024
"Mon","December","member","electric_bike",3165,2024
"Tue","December","casual","classic_bike",370,2024
"Tue","December","casual","electric_bike",778,2024
"Tue","December","member","classic_bike",2114,2024
"Tue","December","member","electric_bike",3034,2024
"Wed","December","casual","classic_bike",349,2024
"Wed","December","casual","electric_bike",747,2024
"Wed","December","member","classic_bike",2053,2024
"Wed","December","member","electric_bike",2946,2024
"Thu","December","casual","classic_bike",336,2024
"Thu","December","casual","electric_bike",770,2024
"Thu","December","member","classic_bike",1775,2024
"Thu","December","member","electric_bike",2686,2024
"Fri","December","casual","classic_bike",341,2024
"Fri","December","casual","electric_bike",744,2024
"Fri","December","member","classic_bike",1594,2024
"Fri","December","member","electric_bike",2642,2024
"Sat","December","casual","classic_bike",579,2024
"Sat","December","casual","electric_bike",982,2024
"Sat","December","member","classic_bike",1559,2024
"Sat","December","member","electric_bike",2272,2024
